license_num,historicallicensenum,status,business_name,dba_name,location_comments,applicant,manager,evening_phone,address,Neighborhood,gpsx,gpsy
LB-98800,CLBAL0028,Active,"ORIENT HEIGHTS YACHT CLUB, INC..",,IN ONE ROOM AND A STORAGE ROOM ON THE FIRST FLOOR; ONE ROOM AND A STORAGE ROOM ON THE SECOND FLOOR.  Capacity breakdown: 1st fl - 110; 2nd fl - 90., ORIENT HEIGHTS YACHT CLUB, GERALD CANGIANO,,61-   Bayswater ST,East Boston,789992.3054,2965366.177
LB-101990,RETAL0228,Active,"ATHENS MARKET II, INC.",GIORGIANA'S,IN APPROXIMATELY 1900 SQUARE FEET INCLUDING FIRST FLOOR AND BASEMENT; FRONT ENTRANCE ON TREMONT STREET AND EMERGENCY EXIT ON MILFORD STREET.," ATHENS MARKET II, INC.", ANNA BAROUNIS,(617)542-0101,532-  Tremont ST,Roxbury,772339.202,2950850.606
LB-99871,CV7MWR0048,Active,SAUS BOSTON LLC,SAUS,"1800 SQUARE FEET W/800 SQ FEET ON FIRST FLOOR & 1000 SQ FEET IN BASEMENT.  PREP KITCHEN IN BASEMENT, 1 UNISEX BATHROOM IN BASEMENT, AND KITCHEN ON 1ST FLOOR.  ENTRANCE AT FRONT; SIDE DOOR EXIT AND REAR EXIT IN BASEMENT.", SAUS BOSTON LLC, RENEE ELIAH,(773)750-1063,33-   Union ST,Boston,775954.5445,2956950.765
LB-101995,RETAL0233,Active,ARIAS-OBJIO CORPORATION,MVP LIQUORS,ONE ROOM ON FIRST FLOOR AND CELLAR FOR STOCK; CELLAR FOR DELIVERIES., ARIAS-OBJIO CORPORATION, VANIBEL A. OBJIO,(617)838-7243,4339-   Washington ST,Roslindale,755837,2928500
LB-99678,CV7MW0527,Active,"Blue Nile, Inc.",BLUE NILE RESTAURANT,"THE BUILDING SHARES A COMMON WALL BOTH TO THE RIGHT AND LEFT.  RESTAURANT IS LOCATED IN A ONE-STORY BUILDING.  FIRST FLOOR AT CURB LEVEL CONSISTS OF DINING AREA, BATHROOM, AND KITCHEN.  WITH FULL BASEMENT THAT WILL BE USED FOR STORAGE, FOOD PREP AND OFFICE SPACE.  ONE ENTRANCE ON CENTRE STREET.  "," BLUE NILE, INC.", YOSEF HAILE,(617)784-6243,389-  Centre ST,Jamaica Plain,761754.8157,2942708.797
LB-99452,CV7AL0673,Active,"PASTA BEACH ROWES WHARF, LLC",PASTA BEACH,PREMISES ARE APPROXIMATELY 2492 SQUARE FEET AND LOCATED ON THE GROUND FLOOR AT THE NORTHERN END OF THE BUILDING FACING ATLANTIC AVENUE; ONE ENTRANCE ON ATLANTIC AVENUE AND ONE ON NORTHERN SIDE OF PREMISES.  ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY WITH SEATING FOR 70 PATRONS.," PASTA BEACH ROWES WHARF, LLC", ADAM  ROLAND CHOQUET,(240)476-1652,30     Rowes Wharf  ,Boston,0,0
LB-101896,RETAL0080,Active,PN Liquors LLC,DARA'S WINE & SPIRITS,"Exit & entrance located in front of store. Emergency exit at rear of store, rear and one room for stock.", PN Liquors LLC, Viralkumar S. Patel,(781)654-6530,750     Huntington AVE,Boston,762801.3276,2946820.688
LB-99742,CV7MWL0065,Active,"MARNICO, INC.",NICO,"IN TWO ROOMS, KITCHEN AND STORAGE ON FIRST FLOOR AND IN ONE DINING ROOM AND STORAGE IN BASEMENT."," MARNICO, INC.", NICOLA VARANO,(617)913-1018,417-419A   Hanover ST,Boston,777048.6825,2958585.476
LB-99537,CV7MW0095,Active,AOB CORP.,L STREET DINER & PIZZERIA,"In one room on the first floor, kitchen and storage in the rear", AOB CORP., HANI YOUSEF,6178180566,108-   L ST,South Boston,781870,2947100
LB-99451,CV7AL0672,Active,STREGA WATERFRONT LLC,,"IN TWO PRIVATE DINING ROOMS ON FIRST FLOOR; A BAR WITH 20 SEATS; KITCHEN AND STORAGE IN THE REAR OF PREMISES AND TO INCLUDE AN OUTSIDE PATIO FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  THERE ARE 5 ENTRANCES/EXITS.  ONE MARINA PARK DRIVE, B", STREGA WATERFRONT LLC, Melissa Lee,,1     Marina Park DR,Boston,0,0
LB-102060,RETMW0091,Active,HENRY QUIK PIK INC.,HENRY'S MARKET,"THE PREMISES IS APPROXIMATELY 2000 SQUARE FEET OF SPACE ON THE FIRST FLOOR OF THE PROPERTY AT 892 SOUTH STREET ROSLINDALE, MA.  THERE IS ONE CUSTOMER ENTRANCE/EXIT NEAREST THE STREET AND A REAR ENTRANCE/EXIT USED BY EMPLOYEES AND FOR EMERGENCY USE ONLY.", HENRY QUIK PIK INC., DEVYANI S. PATEL,(617)325-0273,892-   South ST,Roslindale,755025,2930370
LB-99714,CV7MWL0021,Active,30 FLEET STREET CORPORATION,LA SUMMA,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR., 30 FLEET STREET CORPORATION, BARBARA SULLIVAN,,30-  Fleet ST,Boston,777074.9735,2958210.252
LB-99254,CV7AL0421,Active,"Two Greeks and a Persian, LLC",Kartel,520 Tremont Street and unnumbered exit on Dwight Street One room and kitchen first floor; cellar for stock.," Two Greeks and a Persian, LLC", Shahrokh Reza,(617)542-4494,520-  Tremont ST,Roxbury,772436.3396,2950908.749
LB-101866,RETAL0039,Active,"SHIVVANSH, LLC",SIMMONS LIQUOR,Two rooms first floor; cellar for stock.," SHIVVANSH, LLC", RONALD RALPH BRISSETTE,,210     Cambridge ST,Boston,773406.0463,2956864.777
LB-99550,CV7MW0139,Active,BOSTON & MAINE FISH COMPANY,BOSTON & MAINE FISH COMPANY,"@ 200 Faneuil Hall Marketplace: in one room with kitchen area, and stock stored on premises.  ", BOSTON & MAINE FISH COMPANY, ANDRE ORNELAS,6175902205,200     Faneuil Hall Marketplace  ,Boston,776492,2956600
LB-101964,RETAL0182,Active,"Happy Liquors, Inc. ",Fernandez Wine & Spirits,Side entrance 19 Doris Street for stock; in one room first floor cellar and four rooms as 19 Doris Street for stock.  ," Happy Liquors, Inc.", JOSE M. FERNANDEZ,(781)953-7273,1088-   Dorchester AVE,Dorchester,776023,2939590
LB-101903,RETAL0091,Active,"MARY CLIPPER SHIP, INC.",CLIPPER SHIP WINE & SPIRIT,Emergency exit in rear; in one room on the first floor with cellar for stock.," MARY CLIPPER SHIP, INC.", KENI NGUYEN,6178285204,17-   Maverick SQ,East Boston,780696,2959840
LB-99702,CV7MWL0002,Active,"LA ROCA, INC.",DOLCE VITA,"221 Hanover Street; One room on the first floor, one room kitchen and storage in the basement."," LA ROCA, INC.", CAROLINE M. GRACEFFA,,221-  Hanover ST,Boston,776351.6106,2957514.053
LB-99814,CV7MWL0168,Active,"F&H, INC.",MI PUEBLITO RESTAURANT,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.," F&H, INC.", FERDY L. ARGUETA,,333-  Border ST,East Boston,780484.2068,2963483.476
LB-99768,CV7MWL0101,Active,Casa Giacomos LLC,GIACOMO'S RESTAURANT,IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR; STORAGE AND KITCHEN IN BASEMENT., Casa Giacomos LLC, Irakli Gogitidze,6175365723,431-   Columbus AVE,Boston,770301.1674,2950691.816
LB-99824,CV7MWL0178,Active,STREGA PIZZERIA & CAF CORP.,RINA'S,IN ONE ROOM ON GROUND FLOOR WITH STORAGE IN BASEMENT; ENTRANCE AT 373 HANOVER STREET; EXIT AT REAR AT 371 HANOVER STREET., STREGA PIZZERIA & CAF CORP., NICOLA R. VARANO,(617)345-3992,371-373   Hanover ST,Boston,776928.5228,2958307.88
LB-99703,CV7MWL0004,Active,"NICOMAR, INC.",Strega by Nick Varano,379-381 HANOVER STREET; IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; ONE ROOM IN BASEMENT FOR STORAGE.," NICOMAR, INC.", NICOLA R. VARANO,(617)913-1018,379-381   Hanover ST,Boston,776950.4777,2958349.618
LB-99171,CV7AL0329,Active,STATIRES GROUP LLC,STATS BAR & GRILL,"ONE FLOOR ON STREET LEVEL WITH SEATING AREA, KITCHEN, AND BATHROOMS; STORAGE IN BASEMENT.  Capacity breakdown: daytime - 96 seated, 48 standing; Nighttime (w/tables & chairs removed) - 42 seated, 148 standing, 9 employees.", STATIRES GROUP LLC, JAMES A. STATIRES,(603)296-5036,77     Dorchester ST,South Boston,779112,2947750
LB-101639,INNAL0026,Active,"NKOTB Lessee, LLC",Revere Hotel/Rebel's Guild,"In whole of said building; (Revere Hotel), Entrance and Exits from Stuart Street & Portico, including outside patio areas, restaurant, convention/ conference center  theatre, pool, deck area, hotel rooms & function rooms 3 banquet rooms & adjacent hall kitchen & storage areas on Mezzanine, back sta"," NKOTB Lessee, LLC", Mark O. Fischer,,196-200   Stuart ST,Boston,,
LB-101865,RETAL0038,Active,"JOBI LIQUORS, INC.",JOBI LIQUORS,"170 Cambridge Street; all entries, exits, and deliveries will be made from front door on 170 Cambridge Street; in whole of first floor; basement for stock."," JOBI LIQUORS, INC.", DOROTHY M. RYAN-CONLEY,(617)227-9235,170-   Cambridge ST,Boston,773741,2956870
LB-99560,CV7MW0187,Active,SJJ CORP.,PANZA,In one room and kitchen on the first floor; storage in basement., SJJ CORP., STEPHEN JUDGE,(617)557-9248,326-   Hanover ST,Boston,776745,2958230
LB-99521,CV7MW0053,Active,"MARGIA, CORP.",GIACOMO'S RISTORANTE,"In one room on first floor with kitchen in rear, storage and kitchen work area in basement; second floor to include seating for 30 patrons. "," MARGIA, CORP.", ADRIANA TRAVAGLIONE,,355-  Hanover ST,Boston,776850.7422,2958194.5
LB-101946,RETAL0156,Active,"TRUONG THAN MARKET, INC.",TROUNG THAN MARKET,65 Beach Street; in one room on the first floor;basement for storage.," TRUONG THANH LIQUORS, INC.", RAYMOND W. ENG,,65-   Beach ST,Boston,775073.4503,2953283.693
LB-99000,CV7AL0128,Active,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,ANCHOVIES,Rear entrance to basement from yard; in one room and kitchen on first floor; cellar for stock., ANCHOVIES ACQUISITION LIMITED PARTNERSHIP, RICHARD A. TALIERI,(617)523-8026,433-   Columbus AVE,Boston,770285.8429,2950674.612
LB-99459,CV7AL0679,Active,"ATLANTICO, LLC",ATLANTICO,," ATLANTICO, LLC", MICHAEL SERPA,,600-  Harrison AVE,Roxbury,773022.9625,2949227.802
LB-101937,RETAL0140,Active,RNP CORPORATION,NICK'S LIQUORS,In one room on first floor with storage in the rear., RNP CORPORATION, NARESH PATEL,5088778011,4590-   Washington ST,Roslindale,753907.5749,2925903.469
LB-98785,CLBAL0009,Active,UNIVERSITY OF MASSACHUSETTS BUILDING AUTHORITY,University of Massachusetts Club,"ONE BEACON STREET, 32ND FLOOR", UNIVERSITY OF MASSACHUSETTS BUILDING AUTHORITY, David D. Eichstaedt,(818)621-7393,1     Beacon ST,Boston,774862.3724,2955953.868
LB-101955,RETAL0171,Active,"HOLLYWOOD WINE & SPIRITS, INC.",,One room first floor at 216 Columbia Road; two rooms for storage at 212 Columbia Road.," HOLLYWOOD WINE & SPIRITS, INC.", IVAN A. PAYAMPS,,212-216   Columbia RD,Dorchester,,
LB-99118,CV7AL0266,Active,THE 15 LAGRANGE STREET CORPORATION,THE GLASS SLIPPER,"IN ONE ROOM ON THE FIRST FLOOR, IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN, STORAGE IN THE BASEMENT.  MANAGEMENT OFFICES AND DRESSING ROOMS FOR ENTERTAINERS ON THE 3RD FLOOR.  Capacity breakdown: 1st fl - 17 @ booths, 16 @ stools, 27 @ standing; 3rd fl - 25 seated, 14 standing.", THE 15 LAGRANGE STREET CORPORATION, NICHOLAS ROMANO,338-2290,22-  Lagrange ST,Boston,774216.5291,2953393.72
LB-99016,CV7AL0145,Active,"DARTCOM, LLC",Buttermilk & Bourbon,With rear and side entrance and exits into Mall; in three rooms and kitchen in basement; summer garden on Commonwealth side; fourth room for office and stock.  Outside seating capacity is 80.," DARTCOM, LLC", LORI GAJEWSKI,(781)592-1636,154-170   Commonwealth AVE,Boston,770062.0784,2953318.365
LB-99016,CV7AL0145,Active,"DARTCOM, LLC",Buttermilk & Bourbon,With rear and side entrance and exits into Mall; in three rooms and kitchen in basement; summer garden on Commonwealth side; fourth room for office and stock.  Outside seating capacity is 80.," DARTCOM, LLC", Mark A. Evlogiadis,(781)592-1636,154-170   Commonwealth AVE,Boston,770062.0784,2953318.365
LB-99801,CV7MWL0155,Active,"NO NAME RESTAURANT, INC.",NO NAME RESTAURANT,"IN TWO FLOORS; IN THREE ROOMS ON THE GROUND FLOOR AND PATIO; AND IN THREE ROOMS ON THE SECOND FLOOR USED FOR KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: 1ST FL - 95, 2ND FL - 200."," NO NAME RESTAURANT, INC.", DEMETRIOS A. KLIDARAS,6174232705,15 1/2-  Boston Fish Pier ,Boston,780947.444,2952967.125
LB-99193,CV7AL0353,Active,JOHNNIE'S ON THE SIDE LLC,West End Johnnie's,"IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR, ONE ROOM AND KITCHEN IN BASEMENT.  Capacity breakdown: 1st fl - 234 (135 seated, 99 standing); basement - 194 (87 seated, 107 standing).", JOHNNIE'S ON THE SIDE LLC, JOHN CARON,(617)645-1356,138-   Portland ST,Boston,774731,2957840
LB-101635,INNAL0023,Active,BEAU GESTE XXV LLC,DOUBLETREE GUEST SUITES,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.), BEAU GESTE XXV LLC, TARUN SHANKER,(978)937-1456,400-   Soldiers Field RD,Allston,759324.2894,2956451.255
LB-101950,RETAL0164,Active,"CODE 20, LLC",TOP SHELF,One room first floor; cellar for stock.," CODE 20, LLC", TIMOLEON PANAGOPOULOS,9787586062,161-   Charles ST,Boston,772306.1629,2956785.959
LB-99725,CV7MWL0035,Active,"FRANCO, LLC",Isabella,IN ONE ROOM WITH KITCHEN ON THE FIRST FLOOR.," Isabella Restaurant, Inc.", Cristobal De Paz,9788354285,2A-  Prince ST,Boston,776786.8737,2958004.662
LB-99397,CV7AL0595,Active,"CUISINE DE ASIA, INC.",BILLY TSE RESTAURANT,"IN TWO ROOMS ON THE FIRST FLOOR, BASEMENT FOR STOCK; AND TO INCLUDE A SEASONAL SIDEWALK CAFE FOR 20 PATRONS ON PUBLIC PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT"," CUISINE DE ASIA, INC.", Ricky Hai Zou,(617)227-9990,240     Commercial ST,Boston,777387.2175,2957934.925
LB-99313,CV7AL0489,Active,"FACILITY CONCESSION SERVICES, INC.",SPECTRUM,," FACILITY CONCESSION SERVICES, INC.", MICHAEL MCCURRY,,89-  Guest St,Brighton,752146.8438,2955135.582
LB-102041,RETMW0069,Active,"LOS CABALLEROS MARKET, INC.",LOS CABALLEROS MARKET,IN ONE ROOM ON THE FIRST FLOOR; WITH BASEMENT FOR STORAGE.," LOS CABALLEROS MARKET, INC.", FRANCISCO MARTE,6174368453,796-  Washington ST,Dorchester,772160.0617,2928743.371
LB-99779,CV7MWL0127,Active,The Crab Shack Corp,The Crab Shack,"The premises consist of Single floor operation 94,979SF) with dining area (seating capacity 112), kitchen, bar and stock are on the same floor. ", The Crab Shack Corp, Li Li,,950     American Legion HWY,Roslindale,760421.0805,2925470.226
LB-101848,RETAL0015,Active,A AND A LIQUORS INC.,DAY SQUARE LIQUORS,Two rooms first floor - cellar for stock., A AND A LIQUORS INC., SURINDER SAINI,,288-   Bennington ST,East Boston,783515.2907,2963479.618
LB-99789,CV7MWL0140,Active,"PUEBLO VIEJO PUPUSERIA & MEXICAN GRILL II, INC.",PUEBLO VIEJO,"IN TWO DINING ROOMS WITH TAKE-OUT AREA, KITCHEN AND STORAGE ON THE FIRST FLOOR."," PUEBLO VIEJO PUPUSERIA & MEXICAN GRILL II, INC.", ROSA P. PORTILLO,,309-311   Bennington ST,East Boston,783752.1492,2963449.586
LB-101892,RETAL0073,Active,"BLANCHARD'S, INC.",BLANCHARD'S,WITH ENTRANCE AT 103 HARVARD AVENUE; IN 3 ROOMS ON STREET FLOOR WITH EMPLOYEE LOUNGE AND OFFICE; REAR DOOR TO ALLEY FOR STOCK; DELIVERY/RECEIVING AREA WITH DOOR AT SOUTH SIDE OF BUILDING; CELLAR FOR STOCK; TASTING ROOM AND OFFICE; OFFICE ON SECOND FLOOR.," BLANCHARD'S, INC.", Christopher J. Corey,,99-103   Harvard AVE,Allston,,
LB-99356,CV7AL0548,Active,"MOTHER ANNA'S, INC.",MOTHER ANNA'S REST,Unnumbered side and front entrances for summer garden and stock - In two rooms and kitchen first floor - storage and one room in cellar used for dining and to include an outdoor seasonal patio from April through October on private property.," MOTHER ANNA'S, INC.", JOHN J. CAPARELLA,6175238496,211-   Hanover ST,Boston,776349,2957510
LB-99190,CV7AL0349,Active,"K&K Restaurant Group, Inc.",Estella,"IN ONE ROOM ON THE FIRST FLOOR WITH MEZZANINE; TWO ROOMS IN BASEMENT WITH KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: LOWER LEVEL -- 9 @ BAR STOOLS, 63 @ TABLES & CHAIRS, 30 STANDING; FIRST FLOOR -- 10 @ BAR STOOLS, 68 @ TABLES & CHAIRS, 22 STANDING; MEZZANINE -- 49 PERSONS."," K&K Restaurant Group, Inc.", Helder Brandao,(978)681-4111,49-  Temple PL,Boston,774597.8718,2954645.568
LB-99813,CV7MWL0167,Active,"GINA GUERRERO, INDIVIDUAL",CAF GIGU,MAIN ENTRANCE 102 MERIDIAN STREET - ONE LARGE ROOM WITH TABLE SEATING; 1500 SQUARE FEET; BACK DOOR TO LONDON STREET.," GINA GUERRERO, INDIVIDUAL", GINA GUERRERO,6173065180,102-   Meridian ST,East Boston,780683.0397,2961188.634
LB-98813,CLBAL0042,Active,POLISH AMERICAN POLITICAL CLUB OF HYDE PARK,THE POLISH CLUB,"First floor including a bar and 2 rear rooms for storage, also basement storage.", POLISH AMERICAN POLITICAL CLUB OF HYDE PARK, ROBERT HICKEY,(617)364-9507,1391-   River ST,Hyde Park,756578.4402,2917879.458
LB-101614,INNAL0002,Active,"BHR OPERATIONS, L.L.C.",WYNDHAM BOSTON BEACON HILL,Four entrances; exits on ground floor; one entrance; exit on 2nd floor; In whole of building    (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)," BHR OPERATIONS, L.L.C.", THOMAS J. CHMURA III,,5     Blossom ST,Boston,773296.5807,2957184.918
LB-102038,RETMW0062,Active,"SUNNY SIDE ENTERPRISES, INC.",TREMONT MARKET,ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.," SUNNY SIDE ENTERPRISES, INC.", RAMESH GHIMIRE,,748     Tremont ST,Roxbury,770055.1563,2949158.547
LB-99414,CV7AL0612,Active,MARRIOTT'S RESORTS HOSPITALITY CORPORATION,MARRIOTT CUSTOM HOUSE,"TWO ROOMS ON THE FIRST FLOOR, KITCHEN AND STORAGE IN REAR ROTUNDA AND EAST FOYER BALCONY ON FIRST FLOOR, ROTUNDA BALCONY ON SECOND FLOOR; AND OBSERVATION DECK ON 25TH FLR.", MARRIOTT RESORTS HOSPITALITY CORPORATION, WALID NAGDA,(508)989-7019,3-   McKinley SQ,Boston,776828.8599,2956179.09
LB-99747,CV7MWL0075,Active,"TRI'UR, INC.",Salty Pig,"In one enlarged room on two levels with kitchen, and to include an outside patio seating area for 50 persons.  Inside capacity (90) breakdown: 15 @ stools, 68 @ tables & chairs; 7 standing."," TRI'UR, INC.", JAMES T. COCHENER,(617)308-8607,130-   Dartmouth ST,Boston,770759,2951680
LB-99216,CV7AL0377,Active,"J. P. PARTNERS, INC.",CANARY SQUARE,"Two rear exits for emergency and stock; in two rooms and kitchen first floor; cellar for stock and to include an outdoor seasonal patio from April through October for fifty-two (52) patrons on Private Property between the  hours of 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 126 seated, 24 standing"," J. P. PARTNERS, INC.", MICHAEL S. MOXLEY,,435-439 S Huntington AVE,Jamaica Plain,761099.0896,2941798.386
LB-115683,,Active,ABC Wine Bar,Vino Volo,"Terminal A, Logan Airport", ABC Wine Bar, Tzuying Chen,,      Logan Airport Terminal A  ,East Boston,0,0
LB-99446,CV7AL0667,Active,"Traveler Street Partners, Inc.",,," Traveler Street Partners, Inc.", JAMES T. COCHENER,(617)308-8607,264- E Berkeley ST,Roxbury,774392.9328,2950551.002
LB-99064,CV7AL0200,Active,1260 BOYLSTON STREET LLC,SOJOUBA,, 1260 BOYLSTON STREET LLC, JIN CHONG,,1265     Boylston ST,BOSTON,765279.1944,2951102.632
LB-102014,RETMW0021,Active,"MARINO'S MARKET, INC.",MARINO'S MARKET & DELI,," MARINO'S MARKET, INC.", PAUL A. MARINO,,1245     VFW PKWY,West Roxbury,744755.9549,2926296.549
LB-99780,CV7MWL0128,Active,"LLOB ASSOCIATES, LLC",FIVE HORSES TAVERN,"APPROXIMATELY 2,295 SQUARE FEET. DINING ROOM, BAR, AND BATHROOMS ON FIRST FLOOR.  KITCHEN, PREP, AND STORAGE ON GARDEN LEVEL.  PRIVATE SEASONAL PATIO AREA OUTSIDE OF FIRST FLOOR WITH 24 SEATS, WITH A MIDNIGHT CLOSING."," LLOB ASSOCIATES, LLC", DYLAN WELSH,2029055269,533-535   Columbus AVE,Roxbury,769554.1348,2949881.288
LB-99580,CV7MW0262,Active,"North End Pomodoro of Boston, Inc.",Pomodoro,," North End Pomodoro of Boston, Inc.",SIOBHAN CAREW,,364-   Hanover ST,Boston,776894.8144,2958494.747
LB-101961,RETAL0179,Active,Wildduck 96 Salem St Inc.,THE WILD DUCK,IN TWO ROOMS ON FIRST FLOOR AND STORAGE IN BASEMENT., Wildduck 96 Salem St Inc., Jaimini Patel,(617)723-6369,94-96   Salem ST,Boston,0,0
LB-102016,RETMW0025,Active,"RONALD L. GARRY, JR. AND RANDY GARRY, PARTNERSHIP",TROPICAL FOODS,2 EXITS IN THE FRONT OF THE STORE LEADING TO PAVED CUSTOMER PARKING AND TWO EXITS AT THE REAR OF THE BUILDING LEADING TO SHAWMUT AVENUE.  ALL EXITS ARE EMERGENCY EXITS IN COMPLIANCE WITH BOSTON FIRE.  STORAGE WILL BE HELD ON THE SECOND FLOOR IN AN ENCLOSED ROOM.  ," RONALD L. GARRY, JR. AND RANDY GARRY, PARTNERSHIP"," RONALD L. GARRY, JR. & RANDY GARRY",(617)442-7439,450-  Melnea Cass BLVD,Roxbury,769094.5098,2946733.379
LB-99505,CV7ALR0027,Active,"TANGIERINO LOUNGE, INC.",Boston Cigar Club,"MAIN ENTRANCE AT 73A MAIN STREET, SMOKING LOUNGE IN THREE ROOMS IN BASEMENT, PREP KITCHEN, STORAGE AND OFFICE.  CAPACITY BREAKDOWN: 60 SEATED; 80 STANDING."," TANGIERINO LOUNGE, INC.", ABDESSAMAD NAAMAD,(617)953-0300,73-  Main ST,Charlestown,774347.7913,2961578.754
LB-102042,RETMW0072,Active,ANTHONY PERKINS,THE CORNER STORE OF B.H.A.,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR., ANTHONY PERKINS, ANTHONY PERKINS,(617)825-2025,869-   Blue Hill AVE,Dorchester,767635,2933010
LB-102043,RETMW0073,Active,"EUROMART, INDIVIDUAL",,IN ONE LARGE ROOM ON THE FIRST FLOOR; STORAGE IN THE BASEMENT.," EUROMART, INDIVIDUAL", DENISE A. RADKO,6172877850,808-  Dorchester AVE,Dorchester,776070.8879,2943148.299
LB-101874,RETAL0051,Active,STANN LIQUORS CORPORATION,MACY'S,Rear door for stock; one room first floor; rear room and cellar for stock., STANN LIQUORS CORPORATION, SOOK LEE HUYNH,9789301665,1826-   Centre ST,West Roxbury,749951.6241,2929724.414
LB-99487,CV7ALR0003,Active,"FIRST ATLAS LIONS, LLC",Street Bistro," In four (4) rooms on first floor with full kitchen and office in rear, Entrance at 73 Main street into bar (1) also at 83 Main Entrance into dining Area and into bar (2), emergency exist in rear. Capacity 104 Seated, 96 Standing. "," FIRST ATLAS LIONS, LLC", ABDESSAMAD NAAMAD,6179530300,73-83   Main ST,Charlestown,774344.9634,2961577.07
LB-99594,CV7MW0291,Active,"TRIDENT BOOKSELLERS, INC.",TRIDENT BOOKSELLERS,"ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN, STORAGE IN REAR AND BASEMENT; ONE HALF OF THE 2ND FLOOR; APPROX. 1900 SQUARE FEET W/ RETAIL, DINING AND FOOD PREP. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 14 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 9:00 A.M. - 11:00 P.M. "," TRIDENT BOOKSELLERS, INC.", MICHAEL LEMANSKI,(631)478-8005,338     Newbury ST,Boston,767918.0936,2952194.704
LB-99635,CV7MW0429,Active,"CHEESINE, INC.",FROMAGE,"STREET LEVEL ENTRY, ONE FLOOR. KITCHEN IN BACK. SECOND ENTRANCE IN BACK. COOLERS AND STORAGE DOWNSTAIRS.  "," CHEESINE, INC.", TATYANA SUKENNIK,6173472272,399-401 W Broadway  ,South Boston,,
LB-101991,RETAL0229,Active,"DEVONSHIRE WINE, LLC",BOSTON WINE EXCHANGE,IN ONE LARGE ROOM ON THE FIRST FLOOR; AND TO INCLUDE ADDITIONAL STORAGE SPACE LOCATED IN THE BASEMENT FOR THE PURPOSES OF STORING GOODS AND STOCK OF AN ALCOHOLIC NATURE.," DEVONSHIRE WINE, LLC", DIDIER MARIN,(617)653-8038,181-185   Devonshire ST,Boston,775766.114,2955085.002
