Applicant Street,Applicant Zip Code,Type of Award,Race and Ethnicity,Primary Language Spoken,Gender Identity,Do you have a mobile housing voucher?,Receive SNAP/EBT Benefits?,How many in household?,Total Monthly Income all sources,Are you currently employed?,Total Amount Awarded,Date Payment Issued,Disposition of case,"If ineligible, why?",longitude,latitude
South Street,02135,Rental Arrears,White,English,Female,No,Yes,4.0,560,Yes,5000.0,,Approved,,-71.1566,42.3478
South Fairview,02131,Future Stipend; Moving Costs; Rental Arrears,Black/African American,English,Female,No,No,2.0,2640,Yes,13800.0,,Approved,,-71.1295,42.2836
South Point,02125,Rental Arrears,Black/African American,English,Male,No,No,2.0,2120,No,10000.0,,Approved,,-71.0745,42.2973
South Point,02125,Utility Payments,Black/African American,English,Female,,,2.0,0,No,1251.57,,Approved,,-71.0745,42.2973
South Charlame,02119,Utility Payments,Black,English,Female,No,Yes,3.0,3200,Yes,2000.0,4/15/2022,Approved,,-71.0953,42.3251
South Huntington,02130,Rental Arrears,White,English,Female,,,,4500,,2375.0,,Approved,,-71.1115,42.3126
SOUTH HUNTINGTON,02130,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,5000,Yes,16271.0,4/1/2022,Approved,,-71.1115,42.3126
South Charlame,02119,Rental Arrears,Black/African American;Multi-Racial,English,Female,No,Yes,2.0,1100,Yes,2588.0,9/23/2022,Approved,,-71.0953,42.3251
South Huntington,02130,Future Stipend; Rental Arrears,White,English,Male,,,1.0,2091,Yes,11185.0,,Approved,,-71.1115,42.3126
South St,02130,Future Stipend,Latino,Spanish,Female,No,No,4.0,48960,,4400.0,,Approved,,-71.1115,42.3126
South Huntington,02130,Future Stipend; Rental Arrears,White,English,Female,No,No,1.0,32000,No,7393.48,4/29/2022,Approved,,-71.1115,42.3126
South Huntington,02130,Rental Arrears,Black/African American,English,Female,No,Yes,1.0,90,No,9708.16,,Approved,,-71.1115,42.3126
South Huntington,02130,Future Stipend; Rental Arrears,Black/African American,English,Female,,,1.0,1980,No,13111.09,,Approved,,-71.1115,42.3126
South St,02130,Rental Arrears,Asian,English,Female,No,No,2.0,2160,,2395.0,,Approved,,-71.1115,42.3126
South Huntington,02130,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,1456,Yes,2180.4,8/19/2022,Approved,,-71.1115,42.3126
south huntington,02130,Future Stipend,Latino,Spanish,Female,No,No,1.0,0,Yes,6225.0,11/9/2021,Approved,,-71.1115,42.3126
South St,02131,Future Stipend,White,English,Male,No,Yes,1.0,851,Yes,4109.0,,Approved,,-71.1295,42.2836
South St,02131,Future Stipend; Utility Payments,White,English,Male,No,Yes,1.0,5000,Yes,5367.51,,Approved,,-71.1295,42.2836
southern Ave,02124,Future Stipend; Rental Arrears; Utility Payments,Latino,Spanish,Female,,,2.0,810,No,11689.23,,Approved,,-71.0717,42.2918
Southern Ave,02124,Rental Arrears,Black/African American; White,English,Male,,,1.0,1789,No,7000.0,,Approved,,-71.0717,42.2918
Southwood street,02119,Rental Arrears,Black/African American,Cape Verdean Creole,Female,No,Yes,3.0,2400,Yes,8200.0,10/22/2021,Approved,,-71.0953,42.3251
Sparhawk St,02135,,White,English,Male,No,Yes,1.0,1524,,3150.0,,Approved,,-71.1566,42.3478
Spauldig Street,02122,Future Stipend; Rental Arrears,Black/African American,English,Male,,,1.0,1068,Yes,9600.0,,Approved,,-71.0745,42.2973
Spaulding Street,02122,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,2986.89,Yes,4520.0,11/12/2021,Approved,,-71.0745,42.2973
Spaulding St,02122,Rental Arrears,Black/African American,English,Male,No,Yes,1.0,889,,2500.0,,Approved,,-71.0745,42.2973
speedwell street,02122,Future Stipend; Rental Arrears,Black/African American,English,Female,No,Yes,1.0,600,No,2800.0,12/3/2021,Approved,,-71.0745,42.2973
Spencer St,02124,,Black/African American,,Male,No,No,2.0,1600,,6000.0,,Approved,,-71.0717,42.2918
Spencer St,02124,Rental Arrears,Black/African American,English,Male,,,2.0,2000,Yes,7500.0,,Approved,,-71.0717,42.2918
Spencer St,02124,,Black/African American;Latino;Multi-Racial,English,,No,Yes,1.0,1200,,6000.0,,Approved,,-71.0717,42.2918
Spencer Street,02124,Rental Arrears,Black/African American;Latino;Multi-Racial,English,Female,No,Yes,1.0,200,No,10000.0,5/20/2022,Approved,,-71.0717,42.2918
Spring Garden,02125,Rental Arrears,White,English,Genderqueer Gender non binary,No,Yes,1.0,0,No,2932.0,,Approved,,-71.0745,42.2973
Spring Garden,02125,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,2200,Yes,10610.0,,Approved,,-71.0745,42.2973
Spring Garden,02125,Future Stipend; Rental Arrears,Black/African American,English,Female,No,Yes,1.0,1800,No,7950.0,,Approved,,-71.0745,42.2973
Spring St,02132,Rental Arrears,White,English,Female,,,3.0,200,,4000.0,,Approved,,-71.1589,42.2787
St Marks,02124,Rental Arrears; Utility Payments,Black/African American,English,Female,,,1.0,2100,Yes,17000.0,,Approved,,-71.0717,42.2918
St Edward,02128,Future Stipend; Rental Arrears,Latino,English,Male,No,No,1.0,4194.94,Yes,17000.0,6/21/2022,Approved,,-71.0257,42.3642
St Richard,02119,Future Stipend; Rental Arrears; Utility Payments,Black,English,Female,No,Yes,4.0,2176,No,3819.83,,Approved,,-71.0953,42.3251
St Botolph,02116,Rental Arrears,Latino,English,Male,No,No,1.0,300,,6000.0,,Approved,,-71.0768,42.3492
St Botolph,02115,Rental Arrears,White,English,Female,,,1.0,2752,No,15000.0,,Approved,,-71.0922,42.3427
St Botolph,02115,Future Stipend; Rental Arrears,Black/African American,English,Female,No,Yes,2.0,1744,,4000.0,,Approved,,-71.0922,42.3427
Beverly St,02114,Rental Arrears,White,English,Female,,,2.0,4300,,15000.0,,Approved,,-71.0682,42.3611
Claybourne St,02124,Rental Arrears,Latino,Spanish,Female,,,3.0,2040,No,11700.0,,Approved,,-71.0717,42.2918
Intervale St,02121,Rental Arrears,Latino,English,Female,,,3.0,0,No,2680.47,,Approved,,-71.0745,42.2973
Maple St,02121,Future Stipend; Rental Arrears; Utility Payments,Latino,Spanish,Female,,,2.0,427,No,9972.0,,Approved,,-71.0745,42.2973
Fernboro St,02121,Future Stipend; Rental Arrears,Multi-Racial,English,Female,,,3.0,722.4,No,3106.0,,Approved,,-71.0745,42.2973
Ferndale St,02124,Rental Arrears; Utility Payments,Black/African American,,Female,,,3.0,580,No,13999.0,,Approved,,-71.0717,42.2918
Mayfield St,02125,Future Stipend; Rental Arrears,White,,Male,,,1.0,0,No,4078.8,,Approved,,-71.0745,42.2973
Boylston  St,02130,Future Stipend; Rental Arrears; Utility Payments,Latino,Spanish,Female,,,3.0,0,,11274.63,8/20/2021,Approved,,-71.1115,42.3126
Bennington  St,02128,Rental Arrears,White,Arabic,Female,,,3.0,944,,2450.0,4/23/2021,Approved,,-71.0257,42.3642
Norwell St,02121,Future Stipend; Rental Arrears,Black/African American,English,Female,,,1.0,2253.04,Yes,10499.4,10/8/2021,Approved,,-71.0745,42.2973
Heath St,02130,Rental Arrears,Latino,English,Female,,,3.0,1908.45,Yes,3178.0,,Approved,,-71.1115,42.3126
Dudley St,02125,Future Stipend; Rental Arrears,Latino,Spanish,Male,No,Yes,1.0,600,No,9000.0,,Approved,,-71.0745,42.2973
Wenham St,02130,Rental Arrears,Latino,English,Female,,,2.0,2300,Yes,6000.0,,Approved,,-71.1115,42.3126
Saratoga St,02128,Future Stipend; Rental Arrears,Latino,Spanish,Male,,,4.0,2800,Yes,9600.0,6/28/2021,Approved,,-71.0257,42.3642
Canterbury St,02131,Future Stipend; Moving Costs,Multi-Racial,English,Female,,,2.0,4200,Yes,13704.0,,Approved,,-71.1295,42.2836
St Marks St,02130,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,20,No,15000.0,,Approved,,-71.1115,42.3126
St Lukes St,02134,Future Stipend; Rental Arrears,White,English,Genderqueer Gender non binary,No,No,1.0,0,No,12850.0,,Approved,,-71.1329,42.3535
St. Andrew,02128,Utility Payments,White,English,Female,No,No,1.0,1266.25,No,931.88,4/1/2022,Approved,,-71.0257,42.3642
Westminster St,02136,Utility Payments,Black/African American,English,Female,,,1.0,1600,Yes,191.69,,Approved,,-71.1261,42.254
Heath St,02130,Future Stipend; Rental Arrears,Black/African American,English,Female,,,2.0,570,No,5493.75,10/8/2021,Approved,,-71.1115,42.3126
Standard St,02126,Rental Arrears,Black/African American,English,Female,No,Yes,2.0,760,,6000.0,,Approved,,-71.0939,42.2739
Standard St,02126,Rental Arrears,American Indian or Alaskan Native; Native Hawaiian or Other Pacific Islander; White,Haitian Creole,Male,,,1.0,0,No,15000.0,,Approved,,-71.0939,42.2739
Standard St,02126,Rental Arrears,Black/African American,English,Female,,,1.0,1068,No,15000.0,,Approved,,-71.0939,42.2739
Standard St,02126,Future Stipend; Rental Arrears,Black/African American,English,Male,No,No,3.0,0,No,16684.0,11/23/2021,Approved,,-71.0939,42.2739
Stanford St,02114,Rental Arrears,Latino,English,Female,,,3.0,3000,,4000.0,,Approved,,-71.0682,42.3611
Stanwood St,02121,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,1400,,3200.0,,Approved,,-71.0745,42.2973
Stanwood Street,02121,Future Stipend; Rental Arrears,Black/African American,English,Female,No,Yes,1.0,0,No,12800.0,,Approved,,-71.0745,42.2973
Stanwood St,02121,Rental Arrears,Latino,Spanish,Female,No,No,2.0,1739.73,Yes,348.0,,Approved,,-71.0745,42.2973
Stanwood Street,02121,Future Stipend; Rental Arrears; Utility Payments,Latino,Spanish,Female,,,4.0,1896,,6393.72,,Approved,,-71.0745,42.2973
Stanwood St,02121,Rental Arrears,Latino; White,Spanish,Female,,,3.0,0,,4550.0,,Approved,,-71.0745,42.2973
Stanwood St,02121,Rental Arrears,Latino,Spanish,Female,No,No,2.0,2880,,4200.0,,Approved,,-71.0745,42.2973
Stanwood St,02121,,Latino,Spanish,Male,No,Yes,4.0,1200,,6000.0,,Approved,,-71.0745,42.2973
Starwood Street,02121,Rental Arrears,Black/African American,English,Female,,,3.0,2300,Yes,10812.0,,Approved,,-71.0745,42.2973
Stellman Rd,02131,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,1.0,2600,,6000.0,,Approved,,-71.1295,42.2836
Stellman Rd,02131,Future Stipend; Rental Arrears; Utility Payments,Latino,Spanish,Female,No,No,1.0,0,No,10685.25,,Approved,,-71.1295,42.2836
Stellman Rd,02124,Future Stipend; Rental Arrears,White,English,Female,No,Yes,1.0,1068,No,10500.0,,Approved,,-71.0717,42.2918
Stellman Road,02131,Rental Arrears; Utility Payments,Black/African American,English,Female,,,1.0,3000,Yes,7423.0,,Approved,,-71.1295,42.2836
Stimson st,02132,Rental Arrears,Black/African American,English,Male,No,No,3.0,4059,Yes,2650.0,,Approved,,-71.1589,42.2787
Stimson street,02132,Rental Arrears,Black/African American,English,Female,Yes,Yes,3.0,1258,Yes,177.0,8/19/2022,Approved,,-71.1589,42.2787
Stonehurst St,02122,Rental Arrears,Latino,English,Female,No,Yes,2.0,2120,,6000.0,,Approved,,-71.0745,42.2973
stonehurst street,02122,Future Stipend; Rental Arrears,Latino,English,Female,No,Yes,4.0,3600,Yes,15000.0,11/30/2021,Approved,,-71.0745,42.2973
Stonehurst Street,02122,Rental Arrears,Black; Latino,English,Female,Yes,Yes,4.0,1383,No,7330.0,1/21/2022,Approved,,-71.0745,42.2973
Stonley Rd,02130,Future Stipend,White,English,Male,,,1.0,3607,,4770.0,,Approved,,-71.1115,42.3126
stoughton st,02125,Utility Payments,Black/African American,English,Female,No,Yes,1.0,364,No,262.86,3/11/2022,Approved,,-71.0745,42.2973
stoughton st,02125,Rental Arrears,Black/African American,English,Female,Yes,Yes,3.0,639,Yes,1171.0,,Approved,,-71.0745,42.2973
Stoughton Street,02125,Rental Arrears,Black/African American,English,Female,Yes,No,2.0,550,No,3317.0,8/5/2022,Approved,,-71.0745,42.2973
Stoughton Street,02125,Rental Arrears; Utility Payments,Latino,Spanish,Female,,,2.0,900,,11064.0,,Approved,,-71.0745,42.2973
stow road,02126,Future Stipend; Rental Arrears,Black/African American,English,Female,No,No,2.0,1362.15,No,10000.0,,Approved,,-71.0939,42.2739
Stow Road,02126,Rental Arrears,Black,English,Female,,,2.0,1000,,4000.0,,Approved,,-71.0939,42.2739
Stratmore #23,02135,Rental Arrears,White,English,Female,,,1.0,1500,,4000.0,,Approved,,-71.1566,42.3478
Stratton st,02124,Future Stipend; Rental Arrears,Black/African American,English,Male,No,Yes,3.0,0,No,3375.0,,Approved,,-71.0717,42.2918
Stratton st,02124,Future Stipend; Rental Arrears,Black/African American,English,Male,No,No,3.0,2000,Yes,4050.0,,Approved,,-71.0717,42.2918
Stratton St,02124,Rental Arrears,Black/African American,English,Female,,,8.0,12000,,1650.0,,Approved,,-71.0717,42.2918
Stratton Street,02124,Future Stipend; Rental Arrears; Utility Payments,Black/African American,English,Female,,,8.0,2691,Yes,11800.0,,Approved,,-71.0717,42.2918
Stratton st,02124,Future Stipend; Rental Arrears,Latino,English,Male,No,No,1.0,0,No,15000.0,,Approved,,-71.0717,42.2918
Stratton st,02124,Rental Arrears,Latino,English,Female,No,No,1.0,0,No,17000.0,2/18/2022,Approved,,-71.0717,42.2918
Stratton st,02124,Rental Arrears,Black/African American; Latino,English,Female,No,Yes,1.0,516,Yes,15000.0,,Approved,,-71.0717,42.2918
Arion St,02125,Rental Arrears,White,English,Female,,,2.0,0,Unemployment application was denied,11000.0,,Approved,,-71.0745,42.2973
Gardner St,02119,Future Stipend; Rental Arrears,Black/African American,English,Female,,,1.0,1376,No,4817.01,,Approved,,-71.0953,42.3251
Melbourne St,02124,Rental Arrears,Black/African American,English,Female,,,3.0,1100,Yes,15000.0,,Approved,,-71.0717,42.2918
Brunswick St,02121,Future Stipend; Rental Arrears; Utility Payments,Latino,English,Female,No,Yes,3.0,1025,Yes,2124.59,12/14/2021,Approved,,-71.0745,42.2973
Ginita St,02122,Future Stipend; Rental Arrears,Black/African American,English,Female,,,5.0,2400,Yes,5880.0,,Approved,,-71.0745,42.2973
Leslie St,02122,Rental Arrears,Black/African American,English,Male,,,1.0,0,Unemployment application was denied,7000.0,,Approved,,-71.0745,42.2973
Devon St,02121,Future Stipend; Rental Arrears; Utility Payments,Black/African American,Spanish,Female,,,3.0,1320,Yes,10714.53,9/3/2021,Approved,,-71.0745,42.2973
Homestead St,02121,Rental Arrears,Latino,English,Female,,,2.0,0,No,13441.0,,Approved,,-71.0745,42.2973
Holiday  St,02122,Future Stipend,Black/African American,English,Male,,,1.0,0,No,6550.0,,Approved,,-71.0745,42.2973
Walnut St,02122,Future Stipend; Rental Arrears,White,English,Female,,,1.0,1466,No,6300.0,,Approved,,-71.0745,42.2973
Norfolk St,02124,Future Stipend,Black/African American,English,Male,,,2.0,3500,Yes,2984.0,,Approved,,-71.0717,42.2918
Lubec St,02128,Rental Arrears,White,Arabic,Male,,,4.0,1500,Yes,7500.0,,Approved,,-71.0257,42.3642
Dubois St,02119,Future Stipend; Rental Arrears; Utility Payments,Black/African American,English,Female,Yes,No,2.0,3315,Yes,9764.11,,Approved,,-71.0953,42.3251
Newton St,02135,Future Stipend; Rental Arrears; Utility Payments,White,English,Male,No,Yes,1.0,466,No,3400.0,8/5/2022,Approved,,-71.1566,42.3478
Stuart St,02116,Future Stipend; Rental Arrears,Black/African American,English,Male,No,No,4.0,2300,Yes,6876.0,12/28/2021,Approved,,-71.0768,42.3492
Sudan st,02125,Moving Costs,Black/African American,English,Female,Yes,Yes,6.0,698,No,3509.0,4/1/2022,Approved,,-71.0745,42.2973
Sudan St,02121,Rental Arrears,Asian,English,Female,,,1.0,0,,1650.0,,Approved,,-71.0745,42.2973
Sudbury Street,02128,Utility Payments,White,English,Male,Yes,Yes,1.0,965,No,228.44,8/13/2021,Approved,,-71.0257,42.3642
Sumner Place,02128,Rental Arrears,White,Spanish,Female,No,No,2.0,0,,2580.0,,Approved,,-71.0257,42.3642
Sumner Square,02125,Utility Payments,Black/African American,English,Female,Yes,Yes,3.0,1508,No,2000.0,10/26/2021,Approved,,-71.0745,42.2973
Sumner Pl,02127,Future Stipend,Latino,Spanish,Male,,,2.0,1987,Yes,7800.0,10/8/2021,Approved,,-71.0375,42.3347
Sumner Street,02125,Future Stipend,Latino; Multi-Racial,English,Male,,,1.0,0,No,800.0,7/8/2021,Approved,,-71.0745,42.2973
Sumner St,02125,Future Stipend; Rental Arrears,Latino,English,Female,,,1.0,0,,13500.0,8/20/2021,Approved,,-71.0745,42.2973
Sumner St,02125,Rental Arrears,Black/African American,English,Female,,,3.0,1472,,3000.0,,Approved,,-71.0745,42.2973
Sumner St,02125,Future Stipend,Black/African American,Cape Verdean Creole,Female,,,3.0,1900,no,4500.0,,Approved,,-71.0745,42.2973
Sumner St,02125,,Black/African American; Latino,English,Female,No,No,3.0,2476,,3500.0,,Approved,,-71.0745,42.2973
sumner st,02128,Future Stipend; Rental Arrears,White,English,Female,No,No,2.0,0,No,8910.0,2/4/2022,Approved,,-71.0257,42.3642
Sumner St,02128,Future Stipend; Rental Arrears,White,,Male,,,1.0,2400,No,14771.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,White,,Male,No,No,2.0,1790,,6000.0,,Approved,,-71.0257,42.3642
Sumner St,02128,,Latino,Spanish,Male,No,No,3.0,0,,0.0,,Approved,,-71.0257,42.3642
Sumner St,02128,,White,English,Female,No,Yes,2.0,1392,,3750.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,Other Race,English,Male,,,2.0,2700,,4000.0,,Approved,,-71.0257,42.3642
Sumner Street,02210,Utility Payments,Middle Eastern/West Asian or North African,English,Male,,,,2468,Unemployment application was accepted,1358.81,,Approved,,-71.0465,42.3489
Sumner Street,02128,Rental Arrears,Middle Eastern/West Asian or North African,English,Male,,,,2468,No,1358.81,,Approved,,-71.0257,42.3642
Sumner Street,02128,Rental Arrears,Middle Eastern/West Asian or North African,English,Not reported,,,4.0,2170,,4000.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,Latino,,Male,,,3.0,0,,3080.0,,Approved,,-71.0257,42.3642
Sumner St.,02128,Future Stipend; Rental Arrears,Latino,Spanish,Female,No,No,3.0,3500,Yes,8600.0,11/19/2021,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,Latino,English,Female,,,5.0,6000,,4000.0,,Approved,,-71.0257,42.3642
Sumner Street,02128,Rental Arrears,Latino,Spanish,Male,,,5.0,800,,2300.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,Latino,Spanish,Male,No,No,2.0,0,,4200.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Future Stipend; Rental Arrears,Latino,Spanish,Female,No,No,1.0,0,,6000.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,Latino,English,Not reported,,,4.0,4000,,4000.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Rental Arrears,White,English,Female,No,Yes,2.0,1370,,6000.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Future Stipend; Rental Arrears,Latino,Spanish,Male,No,No,4.0,1000,,5477.0,,Approved,,-71.0257,42.3642
Sumner St,02128,Future Stipend; Rental Arrears,White,English,Female,No,No,2.0,3300,,3806.0,,Approved,,-71.0257,42.3642
Sumner St.,02128,Future Stipend; Rental Arrears,Other Race,English,Female,No,No,5.0,1274.82,Yes,14300.0,,Approved,,-71.0257,42.3642
Sumner Street,02128,Future Stipend; Rental Arrears,Black/African American; White,English,Male,No,No,1.0,2800,Yes,10181.0,,Approved,,-71.0257,42.3642
Sumner ,02128,Rental Arrears,White,English,Female,,,2.0,1212,,2149.0,,Approved,,-71.0257,42.3642
Sumner St,02135,Rental Arrears,Latino,Spanish,Male,,,3.0,1500,No,11200.0,,Approved,,-71.1566,42.3478
Sumner St,02128,,Latino,Spanish,Male,No,No,3.0,1200,,0.0,,Approved,,-71.0257,42.3642
sumner st,02128,Future Stipend; Rental Arrears,White,Arabic,Male,No,No,6.0,3521,No,9168.0,,Approved,,-71.0257,42.3642
Sunny Side,02136,Rental Arrears,Black/African American,English,Female,No,No,4.0,6600,,2775.0,,Approved,,-71.1261,42.254
Sunnyside St,02136,Future Stipend; Rental Arrears,Black/African American,Haitian Creole,Male,,,1.0,0,,6000.0,,Approved,,-71.1261,42.254
Sunnyside St.,02130,Rental Arrears,Latino,Spanish,Female,,,1.0,1168,,5500.0,,Approved,,-71.1115,42.3126
Sunnyside Street,02136,Moving Costs; Utility Payments,Black/African American,English,Female,Yes,No,3.0,2700,Yes,4641.01,,Approved,,-71.1261,42.254
Sunnyside St,02130,Future Stipend; Rental Arrears,Black/African American; White,English,Female,,,1.0,0,No,5109.22,,Approved,,-71.1115,42.3126
supple road,02121,Future Stipend; Rental Arrears,Black/African American,English,Female,No,Yes,2.0,588,No,15400.0,,Approved,,-71.0745,42.2973
Sutherland ,02135,Utility Payments,White,English,Male,No,Yes,1.0,550,No,1918.34,,Approved,,-71.1566,42.3478
Sutherland Rd,02135,Future Stipend; Rental Arrears; Utility Payments,White,English,Female,No,Yes,1.0,364.5,No,3091.64,12/21/2021,Approved,,-71.1566,42.3478
Sutherland Rd,02135,Future Stipend; Rental Arrears; Utility Payments,White,English,Female,No,Yes,1.0,364.5,No,3181.82,,Approved,,-71.1566,42.3478
Sutton st,02126,Utility Payments,Latino,English,Female,Yes,Yes,2.0,0,No,4407.98,,Approved,,-71.0939,42.2739
Sutton st,02126,Future Stipend; Moving Costs,Black,English,Male,No,No,2.0,0,No,6500.0,11/28/2021,Approved,,-71.0939,42.2739
Sutton St.,02126,Future Stipend; Moving Costs,Black/African American,English,Female,No,Yes,5.0,0,No,14000.0,,Approved,,-71.0939,42.2739
Sutton Street,02126,Future Stipend; Moving Costs; Utility Payments,Black/African American,Haitian Creole,Female,No,No,2.0,3600,Yes,9420.18,,Approved,,-71.0939,42.2739
Sutton street,02128,Rental Arrears,Black/African American,English,Female,No,Yes,4.0,787,No,15000.0,2/11/2022,Approved,,-71.0257,42.3642
Sutton St,02126,Rental Arrears,Black,English,Not reported,,,5.0,310000,,4000.0,,Approved,,-71.0939,42.2739
Sydney Street,02125,Future Stipend; Rental Arrears,Black,English,Male,No,No,1.0,2600,Yes,3200.0,,Approved,,-71.0745,42.2973
