license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-102010,RETMW0010,Active,Retail All Alc.,2013-11-18,2022-12-31,SPLENDID BEER & WINES INC.,SPLENDID BEER & WINE,NO NIPS,(INSIDE SHAW'S MARKET) ONE ROOM ON FIRST FLOOR; STORAGE IN THE BASEMENT.,,11:00 PM,,0.0, SPLENDID BEER & WINES INC., HARSHAD PATEL,,(508)212-7777,1065-   Commonwealth AVE,Allston,MA,Allston,757982.045197636,2953770.3893228
LB-99679,CV7MW0528,Active,CV7 Malt Wine,2013-11-18,2021-12-31,"Grub Street, Inc.",Grub Street,,,,MIDNIGHT,12:30 AM,0.0," Grub Street, Inc.", Eve Bridburg,,,50-  Liberty  Dr,Boston,MA,neighborhood doesn't match,779263.207365052,2954469.45598746
LB-99671,CV7MW0512,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"GOGLE MOGLE, INC.",SEABISCUIT,,"Restaurant on one floor with seating for 25, kitchen and storage indoors in 2,700 sq. ft. with seating for 16 on an annual outdoor patio on private property in 1,000 sq. ft. Closing Hour 11:00 PM.  ",,11:00 PM,11:30 PM,28.0," GOGLE MOGLE, INC.", ANDREW PLATT,,7813691038,256-   Marginal ST,East Boston,MA,East_Boston,782497.00000447,2958100.00001483
LB-102037,RETMW0061,Active,Retail Malt Wine,2013-11-18,2022-12-31,"LA PIANA, INC.",TUTTO ITALIANO,WINE SALES ONLY,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.,,11:00 PM,,0.0," LA PIANA, INC.", EMILIO A. LOCILENTO,,7814618351,1889-  River ST,Hyde Park,MA,Hyde_Park,752921.041725959,2913925.87801231
LB-99721,CV7MWL0029,Active,CV7 Malt Wine Liq.,2013-11-18,2022-12-31,"AQUA PAZZA, INC.",Aqua Pazza,,REAR EXIT NORTH STREET; IN ONE ROOM AND KITCHEN ON FIRST FLOOR.,,1:00 AM,1:30 AM,56.0," AQUA PAZZA, INC.", FRANK DEPASQUALE,,(781)631-0202,135-  Richmond ST,Boston,MA,Downtown_North_End,776680.239679054,2957723.49326248
LB-99718,CV7MWL0025,Active,CV7 Malt Wine Liq.,2013-11-18,2021-12-31,"NEW GOLDEN GATE, INC.",NEW GOLDEN GATE RESTAURANT,1 MALT WINE WITH LIQUEURS TO BE SERVED ONLY IN CONJUNCTION MEALS 2 4 00 M CLOSING HOUR FOOD,"IN TWO ROOMS ON THE FIRST FLOOR, KITCHEN AND STORAGE IN THE REAR.",,1:00 AM,1:30 AM,72.0," NEW GOLDEN GATE, INC.", May Deng,,(617)338-7721,66-   Beach ST,Boston,MA,Chinatown_Financial_District,775094.999997571,2953380.00001043
LB-101924,RETAL0123,Active,Retail All Alc.,2013-11-18,2022-12-31,"TREMONT STREET LIQUOR GROUP, INC.",WINE EMPORIUM,Board granted petition to open 10 00 m on Sundays,"IN ONE ROOM ON THE FIRST FLOOR AND TWO ROOMS IN CELLAR; ONE FOR STORAGE, WITH ENTRANCE ON DARTMOUTH AND TREMONT STREETS AND FIRE EXITS IN CELLAR.",,11:00 PM,,0.0," TREMONT STREET LIQUOR GROUP, INC.", JEWEL SAEED,(617)888-1997,,607-   Tremont ST,Roxbury,MA,South_End,771409.09237814,2950356.95127162
LB-99598,CV7MW0301,Active,CV7 Malt Wine,2013-11-18,2022-12-31,GAGAN CORPORATION,INDIA QUALITY RESTAURANT,1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR,"In one room on first floor, kitchen in rear, storage in the basement, and to include an outdoor patio.",,1:00 AM,1:30 AM,58.0, GAGAN CORPORATION, PARMJIT SINGH,,-,484-   Commonwealth AVE,Boston,MA,Fenway_Kenmore,765857.712564975,2952297.78301743
LB-99776,CV7MWL0124,Active,CV7 Malt Wine Liq.,2013-11-18,2022-12-31,"MURASAKI, INC.",UMAI JAPANESE RESTAURANT,11 00 P M CLOSING,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,,11:00 PM,11:30 PM,32.0," MURASAKI, INC.", FLORENCE W. LEE,,6177738951,224-  Newbury ST,Boston,MA,Back_Bay,769387.255510664,2952748.44213634
LB-99777,CV7MWL0125,Active,CV7 Malt Wine Liq.,2013-11-18,2022-12-31,"IL PANINO, INC.",IL PANINO,1 MALT WINE TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 TRASH STORED INSIDE PRECAUTION AGAINST RODENTS PESTS PICKUP AS NECESSARY LEAST 6 DAYS PER WEEK 3 10 00 AM 11 PM 7 PATIO CONDITIONS ALCOHOLIC BEVERAGES B STAFFED ALL TIMES C ENTRANCE ON PARMENTER STREET CLOSED D P M CLOSING HOUR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STOCK IN REAR; ONE ROOM IN BASEMENT FOR DINING; AND YEAR ROUND OUTDOOR PATIO  FOR 48 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1ST FL - 20; BASEMENT - 24; OUTDOOR PATIO - 48.,,11:00 PM,11:30 PM,92.0," IL PANINO, INC.", FRANK DEPASQUALE,,6175574475,11-  Parmenter ST,Boston,MA,Downtown_North_End,776492.58377488,2957948.45934269
LB-99276,CV7AL0447,Active,CV7 All Alc.,2013-11-18,2022-12-31,"MULLINS WAY, LLC",SHORE LEAVE,,"In two rooms on basement level, with kitchen, two bars and storage, plus additional storage, office space and entry/exit on first floor (4,184 sf total). ",,2:00 AM,2:30 AM,173.0," MULLINS WAY, LLC", JEFFERSON MACKLIN,,,345-  Harrison Av,Roxbury,MA,South_End,773972.918963496,2951005.9960445
LB-99778,CV7MWL0126,Active,CV7 Malt Wine Liq.,2013-11-18,2022-12-31,"IL PANINO EXPRESS, INC.","QUATTRO RISTORANTE, GRILL & PIZZERIA",1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS CLOSING HOURS 11 00 P M SUNDAY THURSDAY MIDNIGHT FRIDAY SATURDAY,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT, ONE ENTRANCE ON HANOVER STREET AND ONE ON PARMENTER STREET.",,11:00 PM,11:30 PM,48.0," IL PANINO EXPRESS, INC.", FRANK DEPASQUALE,,(617)880-9919,264-266   Hanover ST,Boston,MA,Downtown_North_End,776476.612627935,2957859.87549053
LB-101981,RETAL0215,Active,Retail All Alc.,2013-11-18,2022-12-31,"BOSTON LIQUOR GROUP, INC.",THE LIQUOR & WINE EMPORIUM,1 HARD ALCOHOL MUST BE SEGREGATED FROM CONVENIENCE STORE 2 SEPARATE CASH REGISTER SALES BOARD ACKNOWLEDGED GRANTED 10 00 M SUNDAY OPENING,"ONE ROOM FIRST FLOOR, CELLAR FOR STOCK.",,11:00 PM,11:30 PM,0.0," BOSTON LIQUOR GROUP, INC.", TANZILA SHARMIN,,(781)244-5819,336-   K ST,South Boston,MA,South_Boston,781333.000003382,2946410.00000395
LB-99593,CV7MW0287,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"Eventide Fenway, LLC",,,"Restaurant on one floor, three rooms including dining room with seating for sixty nine (69). Year round (weather permitting) patio area on private property midnight closing hour with seating for sixteen (16), two (2) entrances, two (2) exits and one (1) service entry/exit. ",,12:00 AM,12:30 AM,95.0," EVENTIDE FENWAY, LLC", WILLIAM CARL DROSTE,,,1321-  Boylston St,Boston,MA,Fenway_Kenmore,764549.879305764,2950796.01036484
LB-99135,CV7AL0286,Active,CV7 All Alc.,2013-11-18,2022-12-31,"CONEY ISLAND BAR, INC.",CORRIB PUB,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 10 00 AM NOON,Side entrance from driveway off Market Street; in one room kitchen and office on first floor; cellar for stock.,,1:00 AM,1:30 AM,180.0," CONEY ISLAND BAR, INC.", JOHN BLIGH,,(617)783-3206,396-   Market ST,Brighton,MA,Brighton,750028.467750236,2952723.53140183
LB-99074,CV7AL0212,Active,CV7 All Alc.,2013-11-18,2022-12-31,"295-297 FRANKLIN STREET, LLC",,CAPACITY BREAKDOWN 653 TOTAL 75 PERSONS ON 1ST FLOOR KITCHEN BASEMENT 60 2ND 130 3RD 240 4TH 148 5TH,"Rear exits for emergency and stock, in one room on first floor, one room and kitchen on second floor, one room on third, fourth, and fifth floors; also, outside patio located on the right side.",,2:00 AM,2:30 AM,653.0," 295-297 FRANKLIN STREET, LLC", KATHRYN JOYCE,,,295-297   Franklin ST,Boston,MA,Chinatown_Financial_District,777029.961919382,2955454.92922837
LB-99138,CV7AL0289,Active,CV7 All Alc.,2013-11-18,2022-12-31,PHYLLIS CORPORATION,VENEZIA,       ,"In two rooms on first floor; kitchen & storage in the rear; , one room on the second floor with seasonal outdoor seating patio.  Capacity breakdown: 1st fl function rm - 348; 1st fl restaurant - 250; 1st fl lounge - 49;outdoor patio - 49.",,2:00 AM,2:30 AM,647.0, PHYLLIS CORPORATION, BRENDA BRUNO,,(617)436-3120,20-  Ericsson ST,Dorchester,MA,Dorchester,780527.112744442,2931682.29397809
LB-101974,RETAL0198,Active,Retail All Alc.,2013-11-18,2022-12-31,"TA LIQUORS FIELD CORNER, INC.",LYNNE'S LIQUORS,,ON FIRST FLOOR WITH 1445 SQUARE FEET OF RETAIL SPACE AND A SMALL OFFICE WITH BASEMENT FOR STORAGE.  THE MAIN ENTRANCE TO THE PREMISES WILL BE LOCATED ON THE DORCHESTER AVENUE SIDE OF THE BUILDING.,,11:00 PM,,0.0," TA LIQUORS FIELDS CORNER, INC.", VICTORIA NGUYEN,(617)620-1393,,1445-  Dorchester AVE,Dorchester,MA,Dorchester,775178.034077659,2935102.99208941
LB-102046,RETMW0077,Active,Retail Malt Wine,2013-11-18,2022-12-31,"METAMORPHOSIS, LLC",METAMORPHOSIS,AS AGREED BEER amp WINE SHALL BE CONTAINED WITHIN NO MORE THAN 1 3 PUBLIC AREA LICENSED PREMISES Board acknowledges granted petition to open 10 m on Sundays,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.,,11:00 PM,,0.0," METAMORPHOSIS, LLC", LEFTERIS RETZOS,(617)698-6520,,1153-  Washington St,Mattapan,MA,Mattapan,772763.196419239,2924518.3774721
LB-98788,CLBAL0016,Active,Clb. All Alc.,2013-11-18,2022-12-31,B.P.O.E. OF THE UNITED STATES OF AMERICA INC.,BOSTON LODGE OF ELKS #10,       ,Rear emergency exits; in whole of said building.  ,,2:00 AM,2:30 AM,400.0, B.P.O.E. OF THE UNITED STATES OF AMERICA INC., DAVID M.J. VERNON,,6175228226,1-   Morrell ST,West Roxbury,MA,West_Roxbury,745667.886722177,2924922.55687994
LB-99001,CV7AL0129,Active,CV7 All Alc.,2013-11-18,2022-12-31,MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,       ,"Entrance to the basement from the ground floor dining area via stairs, emergency exit from basement to exit corridor and exit stairs to Stuart Street, emergency exit from ground floor to Church Street and Columbus Avenue, kitchen and stockroom on ground floor, banquet and kitchen in basement, and to",,2:00 AM,2:30 AM,480.0, MAGGIANO'S HOLDING CORPORATION, Gregory P. Soutter,,(617)947-5474,4-   Columbus AVE,Boston,MA,Back_Bay,772883.999995515,2953310.00001037
LB-99003,CV7AL0131,Active,CV7 All Alc.,2013-11-18,2022-12-31,"VADO PAZZO, INC.",RESTAURANT BRICCO,       ,"IN TWO LARGE ROOMS ON FIRST FLOOR WITH KITCHEN IN THE REAR.  SECOND FLOOR IN ONE LARGE ROOM.  BASEMENT FOR PREP AND STORAGE.  MAIN ENTRANCE AT 241 HANOVER STREET AND TWO REAR EXITS. CAPACITY BREAKDOWN: 1ST FL - 32 @ BAR STOOLS, 78 @ TABLES; 2ND FL - 60 @ TABLES.",,2:00 AM,2:30 AM,170.0," VADO PAZZO, INC.", FRANK DEPASQUALE,,6174354412,241-  Hanover ST,Boston,MA,Downtown_North_End,776445.948365892,2957650.91592581
LB-101630,INNAL0016,Active,Inn. All Alc.,2013-11-18,2022-12-31,BOSTONIAN HOTEL LIMITED PARTNERSHIP,The Boston Boston-Millennium Hotel,,IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.,,2:00 AM,2:30 AM,0.0, BOSTONIAN HOTEL LIMITED PARTNERSHIP, Alexandre Decarvalho,,(617)523-3600,20-60   North ST,Boston,MA,Chinatown_Financial_District,776073.764158487,2956779.8445576
LB-101940,RETAL0144,Active,Retail All Alc.,2013-11-15,2022-12-31,"GRAY'S LIQUORS, INC.",OAK SQUARE LIQUORS,,One rear entrance for stock; Two rooms on first floor; Cellar for stock.,,11:00 PM,,0.0," GRAY'S LIQUORS, INC.", GEORGE N. KONDYLIS,,,610-  Washington ST,Brighton,MA,Brighton,745954.061282441,2952904.09530599
LB-99187,CV7AL0346,Active,Inn. All Alc.,2013-11-15,2022-12-31,"HERSHA CONCESSION ASSOCIATES, LLC",THE ENVOY HOTEL,,,,2:00 AM,2:30 AM,390.0," HERSHA CONCESSION ASSOCIATES, LLC", JOSEPH A. MELLIA,(267)238-5039,,70-  Sleeper ST,Boston,MA,neighborhood doesn't match,778262.508446804,2954237.52348928
LB-102013,RETMW0020,Active,Retail Malt Wine,2013-11-15,2022-12-31,TIPSY'S BEER AND WINE INC.,TIPSY'S BEER AND WINE,Board acknowledged granted petition 10 00 m Sunday opening No singles,Two rooms first floor; cellar for stock.,,11:00 PM,,0.0, TIPSY'S BEER AND WINE INC., SUSHILA PATEL,(617)445-9074,,739     Parker ST,Roxbury,MA,Mission_Hill_Roxbury,764928.530228108,2945835.7385634
LB-101884,RETAL0062,Active,Retail All Alc.,2013-11-15,2022-12-31,"7-ELEVEN OF MASSACHUSETTS, INC.",7-ELEVEN,Board granted petition to open 10 00 m on Sundays No sale nips or singles,"ON FIRST FLOOR CONSISTING OF (+/-) 3,524 SQUARE FEET WITH ONE ROOM FOR STOCK AND STORAGE IN BASEMENT; MAIN ENTRANCE/EXIT IN FRONT OF STORE ON FIRST STREET.",,11:00 PM,,0.0," 7-ELEVEN OF MASSACHUSETTS, INC.", RAYMOND P. COUILLARD,,,1-  First AVE,Charlestown,MA,Charlestown,776547.95052984,2962090.21840236
LB-99231,CV7AL0394,Active,Inn. All Alc.,2013-11-15,2022-12-31,"citizen M Boston North Station Operations, LLC",citizenM Hotel,,,,2:00 AM,2:30 AM,0.0," citizenM Boston North Station Operations, LLC", Justine Mahan,(617)861-4360,,70-  Causeway ST,Boston,MA,neighborhood doesn't match,774628.606784228,2958574.97927649
LB-102052,RETMW0083,Active,Retail Malt Wine,2013-11-15,2022-12-31,CITY FEED & SUPPLY INC.,CITY FEED AND SUPPLY,,"GROCERY BUSINESS IN ONE ROOM ON THE FIRST FLOOR, BASEMENT STORAGE; WINE AND MALT PACKAGE AREA AT REAR OF PREMISES.",,10:00 PM,,0.0, CITY FEED & SUPPLY INC., DAVID WARNER,,6175248860,672-   Centre ST,Jamaica Plain,MA,Jamaica_Plain,760578.999984056,2939089.99999712
LB-99613,CV7MW0379,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"PASTEUR RESTAURANT II, INC.",PHO PASTEUR,,"IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET.",,10:30 PM,11:00 PM,86.0," PASTEUR RESTAURANT II, INC.", SAU H. CAI,,6175476413,682-  Washington ST,Boston,MA,Chinatown_Financial_District,774373.270960773,2953392.79446847
LB-99385,CV7AL0580,Active,CV7 All Alc.,2013-11-15,2022-12-31,"DFD RESTAURANT GROUP, LLC","RISTORANTE TOSCANO, INC.",1 Alcohlic Beverages to be sold only with meals 2 Alcoholic not in conjunction live entertainment 3 No outside Advertising alcohol 4 Service bar dining counter permitted,"In two rooms on ground floor with kitchen, storage and prep area in basement.",,11:00 PM,11:30 PM,138.0," DFD RESTAURANT GROUP, LLC", RICHARD CACCIAGRANI,,6173206997,41-  Charles ST,Boston,MA,neighborhood doesn't match,772437.144507095,2955573.43550047
LB-99565,CV7MW0206,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"PLANT BASED PIZZA BOSTON, LLC",DOUBLE ZERO,Capacity breakdown 65 Persons indoor seating 11 Staff 26 outdoor,,,12:00 AM,12:30 AM,102.0," PLANT-BASED PIZZA BOSTON, LLC", SETH D. COHEN,(310)490-4538,,163-   Newbury ST,Boston,MA,Back_Bay,770024.600472853,2953156.16721022
LB-99364,CV7AL0559,Active,CV7 All Alc.,2013-11-15,2022-12-31,"ADVENTURE INVESTMENTS BOSTON, LLC",FIRE & ICE,,"In one room on the first floor with bar, In one dining room on the second floor, service bar, kitchen and storage in the rear.  Capacity breakdown: 1st fl - 98 (36 seating, 12 @ stools, 50 standing); 2nd fl - 277 (216 seating).",,1:00 AM,1:30 AM,375.0," ADVENTURE INVESTMENTS BOSTON, LLC", ROBERT R. HOLLAND,(916)631-7070,(,31     Saint James AVE,Boston,MA,Back_Bay,771891.166666666,2953175.36458333
LB-101646,INNAL0033,Active,Inn. All Alc.,2013-11-15,2022-12-31,"H AND H, LLC",HARBORSIDE INN,Board granted petition to provide Bottle Service on licensed premises,,,2:00 AM,2:30 AM,0.0," H AND H, LLC", MARK A. DER HAGOPIAN,,(617)247-1212,185-187   State ST,BOSTON,MA,Chinatown_Financial_District,777031.39354,2956212.94943
LB-101675,INNMW0004,Active,Innholder Malt & Wine,2013-11-15,2022-12-31,"MJ BACK BAY, LLC",COURTYARD BY MARRIOTT,,IN WHOLE OF SAID BUILDING.  ( SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE  PREMISES. ),,10:30 PM,11:00 PM,0.0," MJ BACK BAY, LLC", TODD LINCOLN,,(617)244-4545,88     Exeter ST,Boston,MA,Back_Bay,770020.999992848,2952340.00000946
LB-99584,CV7MW0269,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"BLACK OWL, LLC",DOVETAIL,,,,MIDNIGHT,12:30 AM,124.0," BLACK OWL, LLC", MICHAEL COONEY,(617)429-6517,,1-  Sixth ST,Charlestown,MA,Charlestown,776550.800673208,2962092.49416124
LB-99443,CV7AL0652,Active,CV7 All Alc.,2013-11-15,2022-12-31,"CLOVER VENTURES, LLC",BOSTONIA PUBLIC HOUSE,1st floor 122 Persons Standing 43 Banquet Seating 31 Bar Stools 48 Tables Total 244 2nd 105 15 63 83,"ON TWO (2) FLOORS, KITCHEN ON FIRST FLOOR IN REAR, STORAGE IN BASEMENT.  FIRST AND SECOND FLOORS:  DINING ROOMS WITH BAR SEATING. TO INCLUED A SEASONAL OUTDOOR SIDEWALK PATIO WITH 26 SEATS BETWEEN THE HOURS OF NOON TO 11:00 P.M.",,2:00 AM,2:30 AM,427.0," CLOVER VENTURES, LLC", JOSE MANUEL GARCIA,,(857)210-3912,131-  State ST,Boston,MA,Chinatown_Financial_District,776630.839014498,2956221.79228925
LB-99090,CV7AL0231,Active,CV7 All Alc.,2013-11-15,2022-12-31,BASHO FENWAY VENTURES LLC,BASHO JAPANESE RESTAURANT & LOUNGE,CLOSING HOUR 1 00 M PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 STAFFED ALL TIMES,"IN TWO DINING ROOMS ON THE FIRST FLOOR; KITCHEN, STORAGE AND OFFICES IN THE REAR; ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Inside capacity 194: 31 @ bar stools; 146 @ tables; 17 standing.",,1:00 AM,1:30 AM,194.0, BASHO FENWAY VENTURES LLC, JACK HUANG,(617)358-2881,(617)859-8886,1330-  Boylston ST,Boston,MA,Fenway_Kenmore,764631.712226485,2950640.71824866
LB-99548,CV7MW0131,Active,CV7 Malt Wine,2013-11-15,2022-12-31,FINS SUSHI & GRILL,Fins Sushi & Grill,       ,"354 Chestnut Hill Avenue, in two rooms and a kitchen on the first floor; basement for stock.",,1:00 AM,1:30 AM,78.0, FINS SUSHI & GRILL, KEN CHAN,,6176698262,354-  Chestnut Hill AV,Brighton,MA,Brighton,750386.852560594,2947966.47675323
LB-101662,INNAL0048,Active,Inn. All Alc.,2013-11-15,2022-12-31,CHARLESMARK HOTEL LLC,Charlesmark Hotel and Café Landwer,1 PATIO TO CLOSE 11 00 P M 2 ALCOHOL SERVED ONLY IN CONJUNCTION WITH FOOD ON 3 NO ONE ADMITTED AFTER MIDNIGHT OTHER THAN REGISTERED GUESTS HOTEL 4 BOARD BE NOTIFIED ANY ENTERTAINMENT LICENSE REQUEST,"In whole said building including adjacent restaurant space.  Hotel first floor dining (+/-2,312 SF) with seating for 90 persons and outdoor patio with seating for 30 persons. Hotel restaurant first floor (+/-1,343 SF) with seating for 78 persons and outdoor patio for 26 persons. Outdoor patio locat",,2:00 AM,2:30 AM,0.0, CHARLESMARK HOTEL LLC, MARK HAGOPIAN,,(617)901-7309,655-   Boylston ST,Boston,MA,Back_Bay,770085.508792907,2952864.92564195
LB-99194,CV7AL0354,Active,CV7 All Alc.,2013-11-15,2022-12-31,BRASSERIE 560 LLC,BRASSERIE,1 ALCOHOL TABLES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS PATIO CONDITIONS 2 00 M CLOSING HOUR ALCOHOLIC BEVERAGES 3 NO BAR,,,2:00 AM,2:30 AM,239.0, BRASSERIE 560 LLC, JEFFREY GATES,,(617)451-5942,560     Harrison AVE,Roxbury,MA,South_End,773111.147003725,2949516.40397483
LB-99769,CV7MWL0103,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"PETIT ROBERT, INC.",PETIT ROBERT BISTRO,Capacity Breakdown 62 Inside amp 16 Outside,,,MIDNIGHT,12:30 AM,62.0," PETIT ROBERT, INC.", LOIC  A. LEGARREC,,,480-   Columbus AVE,Roxbury,MA,South_End,770087.658872917,2950241.05664751
LB-101658,INNAL0044,Active,Inn. All Alc.,2013-11-15,2022-12-31,"LBV HOTEL, LLC",LOEWS BOSTON HOTEL,PATIO OPERATING HOURS 6 00 M TO 1 2 ON STUART STREET SIDE 12 STANHOPE BERKELEY,"Hotel consisting of ten (10) floors and 225 guest rooms with one restaurant and bar with 4,000 square feet of meeting space.  Outdoor year-round patio on private property for 90 patrons.",,2:00 AM,2:30 AM,0.0," LBV HOTEL, LLC", ROBERT J. RIVERS,(617)266-7200,,154-   Berkeley ST,Boston,MA,Back_Bay,771746.347322464,2952551.97434567
LB-98920,CV7AL0037,Active,CV7 All Alc.,2013-11-15,2022-12-31,"HLC GROUP ENTERPRISES, LLC",Douzo,,"IN ONE ROOM ON FIRST FLOOR WITH KITCHEN, STORAGE AND RESTROOMS; ENTRANCE FROM DARTMOUTH STREET AND BUILDING LOBBY; ONE BACK EXIT.",,1:00 AM,1:30 AM,148.0," HLC GROUP ENTERPRISES, LLC", KUOTAI JACK HUANG,(617)859-8886,(617)859-8886,131-  Dartmouth ST,Boston,MA,Back_Bay,770960.097140815,2951608.03245535
LB-101909,RETAL0104,Active,Retail All Alc.,2013-11-15,2022-12-31,Mahabali Corporation,ROTARY LIQUORS,Board acknowledges granted petition to open 10 00 m on Sundays,In three rooms on the first floor-one of which is for stock.,,11:00 PM,,0.0, MAHABALI CORPORATION, DHIREN PATEL,,,295-   Old Colony AVE,South Boston,MA,South_Boston,777041.234175384,2945568.05517116
LB-99606,CV7MW0351,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"GAMBROS, INC.",ERNESTOS PIZZERIA,,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,,11:00 PM,11:30 PM,40.0," GAMBROS, INC.", ANTHONY RADZIKOWSKI,,6175234639,69-   Salem ST,Boston,MA,Downtown_North_End,776204.456478611,2957746.5209105
LB-101972,RETAL0195,Active,Retail All Alc.,2013-11-15,2022-12-31,MANDIR CORPORATION,BAY VIEW LIQUORS,Board acknowledges granted petition to open 10 m on Sundays,In one room on the first floor; cellar for stock.,,11:00 PM,,0.0, MANDIR CORPORATION, TARUNKUMAR R. PATEL,(617)268-7612,,108     Dorchester ST,South Boston,MA,South_Boston,778925.432892352,2947478.64499836
LB-101947,RETAL0158,Active,Retail All Alc.,2013-11-15,2022-12-31,"BENNINGTON LIQUORS, INC.",NEPTUNE LIQUORS,Board granted petition to open 10 00 m on Sundays,In one room on the first floor with three rear rooms for stock.,,11:00 PM,,0.0," BENNINGTON LIQUORS, INC.", BHAVIN PATEL,,9785370644,1-  Neptune RD,East Boston,MA,East_Boston,784216.020422071,2963897.49474023
LB-101944,RETAL0154,Active,Retail All Alc.,2013-11-15,2022-12-31,SHIV PARK CORP,RICHARD'S WINE AND SPIRITS,Board acknowledges granted petition to open 10 m on Sundays,"Rear entrance for stock, one enlarged room first floor, cellar for stock, also add a number.  Premise is 3,000 sqft of retail  space.  At entrance is the counter with cash register.  Back wall has the walk-in cooler.  Wine shelves are scattered throughout remaining ",,11:00 PM,,0.0, SHIV PARK CORP, NAYNA PATEL,,,175-179   Wolcott SQ,Hyde Park,MA,Hyde_Park,755692.576971501,2911668.83542758
LB-99754,CV7MWL0083,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"81 L ST., LLC",6TH GEAR,1 MALT WINE TO BE SERVED WITH MEALS ONLY 2 NO BAR,WITH REAR SIDE EMERGENCY EXITS; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STORAGE. BAR WITH 10 STOOLS.,,1:00 AM,1:30 AM,60.0," 81 L ST., LLC", KRISTI COZZA,,(617)269-6681,81-  L ST,South Boston,MA,South_Boston,781731.389539763,2947313.21053278
